x	y	z	Transcription of E2F targets under negative control by DREAM complex
235	278	27	1
239	278	27	1
245	278	27	1
208	279	27	2
210	279	27	1
219	279	27	1
231	279	27	1
232	279	27	1
247	279	27	1
204	280	27	1
234	280	27	1
238	280	27	1
245	280	27	1
252	280	27	2
210	281	27	1
218	281	27	1
228	281	27	1
231	281	27	1
236	281	27	1
239	281	27	1
243	281	27	1
244	281	27	1
254	281	27	1
256	281	27	1
229	282	27	1
238	282	27	1
242	282	27	3
253	282	27	1
201	283	27	1
210	283	27	1
216	283	27	2
227	283	27	1
231	283	27	1
247	283	27	3
254	283	27	1
208	284	27	1
209	284	27	1
213	284	27	1
214	284	27	1
236	284	27	1
237	284	27	1
250	284	27	1
253	284	27	1
255	284	27	1
200	285	27	1
206	285	27	1
209	285	27	1
215	285	27	1
236	285	27	1
238	285	27	1
247	285	27	1
253	285	27	1
214	286	27	1
235	286	27	1
247	286	27	1
255	286	27	1
219	287	27	1
222	287	27	1
232	287	27	1
233	287	27	1
238	287	27	1
242	287	27	1
256	287	27	2
204	288	27	1
224	288	27	1
234	288	27	1
235	288	27	1
237	288	27	1
240	288	27	1
244	288	27	2
246	288	27	1
219	289	27	1
224	289	27	1
226	289	27	1
237	289	27	2
240	289	27	1
246	289	27	1
248	289	27	1
249	289	27	1
214	290	27	1
226	290	27	1
231	290	27	1
232	290	27	1
236	290	27	1
237	290	27	2
240	290	27	1
244	290	27	1
211	291	27	1
221	291	27	1
222	291	27	1
225	291	27	1
228	291	27	1
235	291	27	2
236	291	27	1
241	291	27	1
251	291	27	1
213	292	27	1
222	292	27	1
226	292	27	1
234	292	27	1
235	292	27	2
241	292	27	1
254	292	27	1
218	293	27	1
242	293	27	2
247	293	27	1
248	293	27	2
256	293	27	1
213	294	27	1
217	294	27	1
219	294	27	1
237	294	27	1
248	294	27	1
255	294	27	1
257	294	27	1
222	295	27	3
243	295	27	1
241	296	27	1
244	296	27	1
217	297	27	1
238	297	27	1
239	297	27	1
242	297	27	1
252	297	27	2
226	298	27	1
244	298	27	1
247	298	27	1
229	299	27	1
243	299	27	1
249	299	27	1
236	300	27	1
237	300	27	1
238	300	27	1
239	300	27	1
242	300	27	1
239	301	27	1
226	302	27	1
235	302	27	1
237	302	27	1
244	302	27	2
235	305	27	2
232	266	28	1
234	266	28	1
235	266	28	1
234	267	28	1
236	268	28	1
237	268	28	1
237	269	28	1
238	269	28	1
233	272	28	1
236	272	28	1
232	274	28	1
238	276	28	1
236	278	28	2
210	281	28	1
234	282	28	1
251	282	28	1
248	284	28	1
240	285	28	1
242	285	28	1
244	287	28	1
245	287	28	1
251	287	28	1
244	288	28	2
245	288	28	1
248	289	28	1
240	290	28	1
242	290	28	1
240	291	28	1
241	291	28	1
240	292	28	1
243	293	28	1
251	294	28	1
241	295	28	1
245	295	28	1
240	298	28	1
225	300	28	1
236	300	28	1
240	300	28	1
233	256	29	1
234	256	29	1
235	256	29	1
229	259	29	1
187	261	29	1
227	261	29	1
231	261	29	1
221	262	29	1
222	263	29	2
245	263	29	1
226	265	29	2
197	266	29	1
226	266	29	1
245	266	29	1
250	266	29	1
194	267	29	1
237	267	29	1
194	268	29	1
234	268	29	1
237	268	29	1
250	268	29	1
180	269	29	1
237	269	29	1
249	269	29	1
175	270	29	1
227	270	29	1
204	271	29	1
214	271	29	1
211	272	29	1
213	272	29	1
214	272	29	2
224	272	29	1
232	272	29	1
234	272	29	1
236	272	29	2
249	272	29	1
249	273	29	1
232	274	29	1
234	274	29	1
235	274	29	1
239	274	29	1
206	275	29	1
231	275	29	1
235	275	29	1
245	275	29	1
208	276	29	1
208	278	29	1
235	278	29	3
250	278	29	1
206	279	29	1
234	279	29	1
236	279	29	1
237	280	29	2
238	280	29	1
247	280	29	1
252	280	29	1
254	280	29	1
232	281	29	1
250	281	29	1
213	282	29	1
242	282	29	2
246	282	29	1
236	283	29	1
238	283	29	1
233	284	29	1
241	284	29	1
248	284	29	1
250	284	29	1
255	284	29	1
219	285	29	1
238	285	29	1
240	285	29	1
241	285	29	1
244	285	29	1
248	285	29	1
250	285	29	1
234	286	29	1
235	286	29	1
236	286	29	1
242	286	29	1
243	286	29	1
248	286	29	1
252	286	29	2
226	288	29	1
241	288	29	1
245	288	29	1
245	289	29	1
222	290	29	1
224	290	29	1
225	290	29	1
227	290	29	1
222	291	29	1
226	291	29	1
247	291	29	1
251	291	29	1
245	292	29	1
248	292	29	1
237	293	29	1
252	293	29	2
241	294	29	1
242	294	29	1
243	294	29	1
251	294	29	1
220	295	29	1
221	295	29	1
223	295	29	1
240	295	29	1
247	295	29	1
223	296	29	1
253	296	29	1
227	297	29	1
246	297	29	1
221	298	29	1
238	298	29	2
239	298	29	1
247	298	29	1
248	298	29	1
221	299	29	1
226	299	29	1
237	299	29	1
241	299	29	1
225	300	29	1
227	300	29	1
239	300	29	1
221	301	29	1
223	301	29	1
224	301	29	1
225	301	29	1
230	301	29	2
236	301	29	1
238	301	29	1
224	302	29	1
250	302	29	1
240	303	29	1
236	305	29	1
231	254	30	2
233	254	30	1
227	255	30	1
234	255	30	1
233	256	30	1
236	256	30	1
209	257	30	1
228	257	30	1
236	257	30	1
237	257	30	1
240	257	30	1
175	258	30	1
236	258	30	2
237	258	30	1
175	259	30	1
222	259	30	1
228	259	30	1
229	259	30	2
232	259	30	1
206	260	30	1
227	260	30	2
231	260	30	1
235	260	30	1
240	260	30	1
188	261	30	1
196	261	30	1
198	261	30	1
211	261	30	1
217	261	30	1
219	261	30	1
226	261	30	2
229	261	30	1
231	261	30	1
236	261	30	1
179	262	30	2
206	262	30	1
209	262	30	1
219	262	30	1
222	262	30	2
231	262	30	1
240	262	30	1
246	262	30	1
179	263	30	1
219	263	30	1
226	263	30	1
230	263	30	1
234	263	30	2
240	263	30	1
248	263	30	1
195	264	30	1
222	264	30	2
239	264	30	1
205	265	30	1
208	265	30	1
211	265	30	1
214	265	30	1
219	265	30	1
236	265	30	1
244	265	30	1
247	265	30	1
189	266	30	1
194	266	30	1
195	266	30	1
197	266	30	2
213	266	30	1
229	266	30	1
183	267	30	1
189	267	30	1
191	267	30	1
192	267	30	1
196	267	30	2
198	267	30	1
209	267	30	3
214	267	30	1
228	267	30	1
235	267	30	1
236	267	30	2
250	267	30	1
182	268	30	1
194	268	30	1
196	268	30	1
237	268	30	1
239	268	30	1
245	268	30	1
248	268	30	1
178	269	30	2
194	269	30	1
196	269	30	1
198	269	30	1
204	269	30	1
222	269	30	3
235	269	30	1
238	269	30	1
239	269	30	1
178	270	30	2
179	270	30	1
186	270	30	1
196	270	30	1
197	270	30	1
232	270	30	2
234	270	30	1
175	271	30	2
183	271	30	1
188	271	30	1
194	271	30	1
199	271	30	1
215	271	30	1
234	271	30	1
247	271	30	1
182	272	30	1
184	272	30	1
185	272	30	1
203	272	30	1
206	272	30	2
207	272	30	1
223	272	30	1
236	272	30	1
239	272	30	1
242	272	30	1
244	272	30	1
250	272	30	1
208	273	30	1
246	273	30	1
180	274	30	1
208	274	30	1
212	274	30	1
247	274	30	1
251	274	30	2
215	275	30	1
233	275	30	1
235	275	30	1
236	275	30	1
242	275	30	1
249	275	30	1
205	276	30	1
238	276	30	1
174	277	30	1
180	277	30	1
205	277	30	1
190	278	30	1
253	278	30	1
206	279	30	1
221	279	30	1
234	279	30	2
236	279	30	1
240	279	30	1
243	279	30	1
178	280	30	1
183	280	30	1
236	280	30	1
179	281	30	1
237	281	30	1
242	281	30	1
172	282	30	1
213	282	30	1
219	282	30	1
220	282	30	1
222	282	30	1
236	282	30	1
239	282	30	1
245	282	30	1
247	282	30	1
253	282	30	1
254	282	30	1
202	283	30	2
215	283	30	1
236	283	30	1
238	283	30	2
241	283	30	1
244	283	30	1
250	283	30	2
257	283	30	1
224	284	30	1
242	284	30	1
245	284	30	1
250	284	30	1
223	285	30	1
226	285	30	1
237	285	30	1
248	285	30	1
205	286	30	1
225	286	30	1
227	286	30	1
229	286	30	1
244	286	30	1
231	287	30	2
233	287	30	1
244	287	30	1
246	287	30	1
252	287	30	1
226	288	30	1
236	288	30	1
237	288	30	1
245	288	30	1
230	289	30	1
234	289	30	1
239	289	30	1
246	289	30	1
198	290	30	1
222	290	30	1
233	290	30	1
240	290	30	1
245	290	30	1
248	290	30	1
257	290	30	1
232	291	30	1
239	291	30	1
242	291	30	1
246	291	30	2
249	291	30	1
194	292	30	1
199	292	30	1
213	292	30	1
223	292	30	2
226	292	30	1
228	292	30	1
229	292	30	1
243	292	30	1
246	292	30	1
247	292	30	1
251	292	30	1
257	292	30	1
221	293	30	1
223	293	30	1
249	293	30	1
221	294	30	1
225	294	30	1
230	294	30	1
252	294	30	1
220	295	30	1
221	295	30	1
225	295	30	1
227	295	30	1
234	295	30	1
247	295	30	1
226	296	30	1
246	296	30	1
252	296	30	1
231	297	30	1
241	297	30	1
248	297	30	1
221	298	30	1
225	298	30	1
231	298	30	1
232	298	30	1
233	298	30	1
239	298	30	1
215	299	30	1
241	299	30	1
246	299	30	1
250	299	30	1
214	300	30	1
228	300	30	1
231	300	30	1
242	300	30	1
244	300	30	1
249	300	30	1
251	300	30	1
236	301	30	1
242	301	30	1
237	302	30	1
217	303	30	1
243	303	30	1
235	304	30	2
236	304	30	2
238	305	30	1
232	254	31	1
229	255	31	1
234	255	31	1
235	255	31	1
236	256	31	1
218	257	31	1
236	257	31	1
215	258	31	1
227	258	31	1
229	258	31	1
230	258	31	1
188	259	31	2
216	259	31	1
219	259	31	1
235	259	31	2
218	260	31	1
220	260	31	1
234	260	31	1
242	260	31	1
181	261	31	2
193	261	31	1
208	261	31	1
213	261	31	1
225	261	31	1
228	261	31	2
229	261	31	1
245	261	31	1
194	262	31	1
210	262	31	1
227	262	31	1
235	262	31	2
236	262	31	1
187	263	31	1
188	263	31	1
197	263	31	1
218	263	31	1
220	263	31	1
221	263	31	1
222	263	31	1
232	263	31	1
236	263	31	1
240	263	31	2
189	264	31	1
227	264	31	1
234	264	31	1
240	264	31	2
245	264	31	1
185	265	31	1
192	265	31	1
200	265	31	1
214	265	31	1
223	265	31	1
236	265	31	1
248	265	31	1
250	265	31	1
189	266	31	1
194	266	31	1
219	266	31	1
220	266	31	1
229	266	31	1
241	266	31	1
183	267	31	1
211	267	31	1
217	267	31	1
219	267	31	1
223	267	31	1
228	267	31	2
231	267	31	1
184	268	31	1
188	268	31	1
195	268	31	1
197	268	31	1
205	268	31	1
241	268	31	1
193	269	31	1
194	269	31	2
213	269	31	2
215	269	31	1
232	269	31	1
235	269	31	2
242	269	31	1
246	269	31	2
199	270	31	1
215	270	31	1
216	270	31	1
217	270	31	1
237	270	31	1
242	270	31	2
247	270	31	2
171	271	31	1
175	271	31	1
214	271	31	1
224	271	31	1
226	271	31	1
231	271	31	1
233	271	31	1
238	271	31	1
241	271	31	1
244	271	31	1
251	271	31	1
182	272	31	1
215	272	31	1
225	272	31	1
226	272	31	1
227	272	31	2
235	272	31	1
237	272	31	1
239	272	31	1
254	272	31	1
235	273	31	1
236	273	31	1
238	273	31	1
239	273	31	1
246	273	31	1
248	273	31	1
175	274	31	1
203	274	31	1
209	274	31	1
214	274	31	1
226	274	31	2
236	274	31	1
241	274	31	1
243	274	31	1
182	275	31	1
184	275	31	2
201	275	31	1
236	275	31	2
243	275	31	2
237	276	31	1
240	276	31	1
241	276	31	1
252	276	31	1
253	276	31	1
204	277	31	1
209	277	31	1
233	277	31	1
240	277	31	1
244	277	31	1
247	277	31	1
178	278	31	1
180	279	31	1
235	279	31	2
236	279	31	1
238	279	31	1
242	279	31	1
243	279	31	1
245	279	31	1
249	279	31	1
254	279	31	1
226	280	31	1
237	280	31	1
247	280	31	1
248	280	31	1
184	281	31	1
248	281	31	1
173	282	31	1
178	282	31	1
220	282	31	1
223	282	31	1
247	282	31	1
208	283	31	1
218	283	31	1
253	283	31	1
180	284	31	1
220	284	31	2
237	284	31	1
257	284	31	4
178	285	31	2
220	285	31	1
223	285	31	1
231	285	31	1
233	285	31	1
234	285	31	1
240	285	31	1
245	285	31	1
252	285	31	1
180	286	31	1
219	286	31	1
244	286	31	1
187	287	31	1
190	287	31	1
223	287	31	1
224	287	31	1
225	287	31	1
230	287	31	1
236	287	31	1
237	287	31	2
238	287	31	1
239	287	31	2
240	287	31	1
246	287	31	1
248	287	31	1
253	287	31	2
228	288	31	1
231	288	31	1
240.5	288.5	31.5	2
244	288	31	1
231	289	31	1
237	289	31	2
238	289	31	2
244	289	31	2
227	290	31	1
246	290	31	1
197	291	31	1
204	291	31	2
223	291	31	1
227	291	31	1
240	291	31	1
241	291	31	1
254	291	31	1
230	292	31	1
232	292	31	1
242	292	31	1
253	292	31	1
222	293	31	1
223	293	31	1
225	293	31	1
228	293	31	1
238	293	31	1
243	293	31	1
251	293	31	1
256	293	31	1
198	294	31	1
243	294	31	2
202	295	31	1
234	295	31	1
244	295	31	1
250	295	31	1
255	295	31	2
188	296	31	1
197	296	31	2
225	296	31	1
231	296	31	1
240	296	31	1
252	296	31	1
221	297	31	1
225	297	31	1
234	297	31	1
236	297	31	1
237	298	31	1
239	298	31	1
224	299	31	1
232	300	31	2
238	300	31	1
246	300	31	1
234	301	31	1
241	301	31	1
242	301	31	1
246	301	31	2
249	301	31	1
223	302	31	1
229	302	31	1
235	302	31	1
243	302	31	1
244	302	31	3
245	302	31	1
246	302	31	1
224	303	31	1
242	303	31	1
245	303	31	1
246	303	31	1
231	306	31	1
226	251	32	1
229	251	32	1
216	252	32	1
214	253	32	1
217	253	32	1
218	253	32	1
225	253	32	1
238	254	32	1
214	255	32	1
236	255	32	1
237	255	32	1
238	255	32	1
177	256	32	1
240	256	32	1
242	256	32	1
203	257	32	1
208	257	32	1
209	257	32	1
218	257	32	1
219	257	32	1
230	257	32	1
215	258	32	1
231	258	32	1
239	258	32	2
192	259	32	1
207	259	32	1
213	259	32	1
228	259	32	1
211	260	32	1
218	260	32	1
221	260	32	1
236	260	32	1
246	260	32	1
217	261	32	1
218	261	32	1
228	261	32	1
229	261	32	1
242	261	32	2
244	261	32	1
207	262	32	2
218	262	32	1
224	262	32	1
227	262	32	1
228	262	32	2
233	262	32	1
198	263	32	1
204	263	32	1
208	263	32	1
211	263	32	1
212	263	32	1
216	263	32	1
218	263	32	1
228	263	32	1
249	263	32	1
188	264	32	1
189	264	32	1
190	264	32	1
191	264	32	1
204	264	32	1
217	264	32	1
227	264	32	1
233	264	32	1
236	264	32	1
238	264	32	1
248	264	32	1
189	265	32	1
191	265	32	1
192	265	32	2
211	265	32	1
213	265	32	1
217	265	32	1
230	265	32	1
233	265	32	1
235	265	32	1
248	265	32	1
251	265	32	4
188	266	32	1
203	266	32	1
217	266	32	1
220	266	32	1
229	266	32	1
238	266	32	1
245	266	32	1
184	267	32	1
191	267	32	1
197	267	32	1
205	267	32	1
208	267	32	1
214	267	32	2
215	267	32	1
216	267	32	1
230	267	32	1
233	267	32	1
183	268	32	1
213	268	32	1
214	268	32	1
215	268	32	1
219	268	32	2
238	268	32	1
239	268	32	1
248	268	32	1
253	268	32	1
215	269	32	1
233	269	32	1
245	269	32	2
172	270	32	2
201	270	32	1
203	270	32	1
214	270	32	1
216	270	32	1
241	270	32	1
248	270	32	1
174	271	32	1
177	271	32	1
196	271	32	1
233	271	32	1
243	271	32	1
247	271	32	1
182	272	32	1
206	272	32	1
208	272	32	1
214	272	32	1
240	272	32	1
244	272	32	1
252	272	32	1
211	273	32	1
225	273	32	3
228	273	32	1
185	274	32	1
202	274	32	1
208	274	32	1
213	274	32	1
215	274	32	1
237	274	32	1
240	274	32	1
243	274	32	1
181	275	32	1
186	275	32	1
211	275	32	2
216	275	32	1
235	275	32	1
238	275	32	2
250	275	32	1
203	276	32	1
215	276	32	1
228	276	32	1
242	276	32	1
205	277	32	1
243	277	32	1
248	277	32	1
250	277	32	1
254	277	32	1
176	278	32	1
203	278	32	2
243	278	32	1
245	278	32	1
248	278	32	1
220	279	32	1
243	279	32	1
250	279	32	3
255	279	32	1
173	280	32	1
219	280	32	3
237	280	32	1
241	280	32	1
217	281	32	1
234	281	32	1
173	282	32	1
187	282	32	2
221	282	32	1
222	282	32	2
224	282	32	1
229	282	32	1
233	282	32	1
242	282	32	1
178	283	32	2
223	283	32	1
224	283	32	1
230	283	32	1
237	283	32	1
246	283	32	3
248	283	32	1
249	283	32	1
251	283	32	1
178	284	32	1
181	284	32	1
186	284	32	1
209	284	32	1
219	284	32	1
221	284	32	1
236	284	32	1
237	284	32	1
244	284	32	1
245	284	32	1
247	284	32	1
248	284	32	1
251	284	32	1
254	284	32	1
257	284	32	1
180	285	32	1
205	285	32	2
215	285	32	1
218	285	32	2
220	285	32	1
222	285	32	1
231	285	32	1
240	285	32	2
253	285	32	1
175	286	32	1
183	286	32	1
204	286	32	1
221	286	32	1
223	286	32	1
227	286	32	1
237	286	32	1
248	286	32	1
176	287	32	1
187	287	32	1
220	287	32	1
234	287	32	1
238	287	32	1
244	287	32	1
245	287	32	1
256	287	32	1
202	288	32	1
203	288	32	1
247	288	32	1
222	289	32	1
226	289	32	1
230	289	32	1
233	289	32	1
234	289	32	2
243	289	32	1
247	289	32	1
248	289	32	2
256	289	32	1
206	290	32	2
221	290	32	1
224	290	32	1
226	290	32	1
241	290	32	1
243	290	32	1
246	290	32	1
253	290	32	1
223	291	32	1
229	291	32	1
246	291	32	1
250	291	32	1
255	291	32	1
201	292	32	1
227	292	32	2
229	292	32	1
242	292	32	1
248	292	32	1
254	292	32	1
197	293	32	1
216	293	32	1
225	293	32	1
229	293	32	1
230	293	32	1
233	293	32	1
237	293	32	1
238	293	32	1
242	293	32	1
256	293	32	1
198	294	32	1
223	294	32	1
228	294	32	1
235	294	32	1
244	294	32	3
252	294	32	1
256	294	32	1
192	295	32	2
200	295	32	1
230	295	32	3
248	295	32	1
253	295	32	1
200	296	32	1
223	296	32	1
228	296	32	1
232	296	32	1
235	296	32	1
244	296	32	1
250	296	32	1
198	297	32	1
227	297	32	1
229	297	32	2
230	297	32	1
241	297	32	1
248	297	32	1
251	297	32	1
202	298	32	1
219	298	32	1
220	298	32	1
227	298	32	1
237	298	32	1
239	298	32	1
252	298	32	1
228	299	32	1
233	299	32	1
242	299	32	1
245	299	32	1
185	300	32	1
196	300	32	1
197	300	32	1
225	301	32	2
227	301	32	1
244	301	32	2
248	301	32	1
239	302	32	1
207	303	32	1
234	303	32	1
235	303	32	1
239	303	32	1
242	303	32	1
244	303	32	1
220	304	32	1
241	304	32	1
224	306	32	1
230	306	32	1
235	306	32	1
236	306	32	1
242	306	32	1
236	307	32	1
229	308	32	1
225	309	32	1
232	309	32	1
234	309	32	1
227	310	32	1
227	312	32	2
229	312	32	1
232	249	33	1
227	251	33	1
230	251	33	1
226	252	33	1
229	252	33	1
217	253	33	2
221	253	33	1
224	253	33	1
226	254	33	1
227	254	33	1
239	254	33	2
218	255	33	1
220	255	33	1
221	255	33	1
226	255	33	1
231	255	33	1
237	255	33	1
221	256	33	1
222	256	33	1
225	256	33	1
230	256	33	1
214	257	33	1
221	257	33	1
215	258	33	1
218	258	33	1
223	258	33	1
209	259	33	1
216	259	33	1
217	259	33	1
225	259	33	1
229	259	33	1
233	259	33	2
235	259	33	1
237	259	33	1
239	259	33	1
242	259	33	1
231	260	33	1
246	260	33	1
209	261	33	1
224	261	33	1
209	262	33	1
212	262	33	1
215	262	33	1
229	262	33	1
203	263	33	1
217	263	33	1
219	263	33	1
222	263	33	1
236	263	33	1
238	263	33	1
239	263	33	1
242	263	33	1
186	264	33	1
188	264	33	1
193	264	33	1
212	264	33	1
220	264	33	1
225	264	33	1
235	264	33	1
246	264	33	1
211	265	33	1
219	265	33	1
233	265	33	1
244	265	33	1
184	266	33	1
185	266	33	1
186	266	33	1
192	266	33	1
193	266	33	1
194	266	33	1
197	266	33	1
211	266	33	1
218	266	33	1
221	266	33	1
246	266	33	1
188	267	33	2
193	267	33	1
200	267	33	1
220	267	33	1
235	267	33	1
246	267	33	1
247	267	33	1
219	268	33	2
232	268	33	1
240	268	33	2
243	268	33	1
184	269	33	2
187	269	33	1
215	269	33	1
224	269	33	1
240	269	33	1
241	269	33	1
179	270	33	1
187	270	33	1
198	270	33	1
209	270	33	1
215	270	33	1
231	270	33	1
233	270	33	1
242	270	33	1
243	270	33	1
245	270	33	2
206	271	33	1
216	271	33	2
217	271	33	1
231	271	33	1
237	271	33	1
244	271	33	1
246	271	33	1
172	272	33	1
185	272	33	1
205	272	33	1
215	272	33	1
216	272	33	1
233	272	33	1
241	272	33	1
247	272	33	1
171	273	33	1
176	273	33	1
202	273	33	2
203	273	33	1
211	273	33	1
253	273	33	1
174	274	33	1
182	274	33	1
185	274	33	1
201	274	33	1
203	274	33	1
210	274	33	1
211	274	33	1
212	274	33	1
226	274	33	2
227	274	33	1
236	274	33	1
240	274	33	1
176	275	33	1
202	275	33	1
214	275	33	1
215	275	33	1
217	275	33	1
240	275	33	1
243	275	33	1
244	275	33	1
246	275	33	1
251	275	33	1
177	276	33	1
189	276	33	1
201	276	33	1
205	276	33	1
232	276	33	1
235	276	33	1
237	276	33	1
243	276	33	1
174	277	33	2
178	277	33	1
187	277	33	1
208	277	33	1
209	277	33	1
234	277	33	1
239	277	33	1
246	277	33	1
177	278	33	1
191	278	33	1
207	278	33	1
223	278	33	1
234	278	33	1
238	278	33	1
239	278	33	1
246	278	33	1
207	279	33	1
210	279	33	1
248	279	33	1
180	280	33	1
206	280	33	1
211	280	33	1
223	280	33	1
226	280	33	1
237	280	33	1
241	280	33	1
248	280	33	1
175	281	33	1
179	281	33	1
180	281	33	1
221	281	33	1
224	281	33	1
225	281	33	1
244	281	33	1
248	281	33	2
177	282	33	1
190	282	33	1
210	282	33	1
221	282	33	1
223	282	33	1
237	282	33	1
238	282	33	1
241	282	33	1
245	282	33	1
250	282	33	1
253	282	33	1
176	283	33	1
181	283	33	1
183	283	33	1
220	283	33	1
226	283	33	1
238	283	33	1
242	283	33	1
175	284	33	2
184	284	33	1
186	284	33	1
221	284	33	1
235	284	33	1
241	284	33	1
248	284	33	1
249	284	33	1
175	285	33	1
202	285	33	1
208	285	33	1
212	285	33	1
221	285	33	1
225	285	33	2
236	285	33	1
240	285	33	1
247	285	33	1
248	285	33	1
188	286	33	1
203	286	33	1
211	286	33	1
218	286	33	1
228	286	33	3
229	286	33	1
242	286	33	1
243	286	33	1
245	286	33	1
185	287	33	1
224	287	33	1
234	287	33	1
236	287	33	1
244	287	33	3
246	287	33	1
251	287	33	1
226	288	33	1
233	288	33	1
239	288	33	1
184	289	33	1
186	289	33	1
203	289	33	1
231	289	33	1
237	289	33	1
249	289	33	1
184	290	33	1
185	290	33	1
187	290	33	1
197	290	33	1
199	290	33	1
207	290	33	1
235	290	33	1
242	290	33	1
246	290	33	1
257	290	33	1
200	291	33	1
223	291	33	1
225	291	33	1
232	291	33	1
238	291	33	1
241	291	33	1
257	291	33	1
225	292	33	2
227	292	33	1
237	292	33	1
238	292	33	1
239	292	33	1
249	292	33	1
177	293	33	1
229	293	33	1
230	293	33	1
237	293	33	1
240	293	33	1
252	293	33	1
195	294	33	1
204	294	33	1
227	294	33	1
228	294	33	1
229	294	33	1
201	295	33	1
191	296	33	1
228	296	33	1
229	296	33	1
235	296	33	1
246	296	33	1
196	298	33	1
200	298	33	1
233	298	33	1
239	298	33	1
198	299	33	1
237	299	33	1
239	299	33	1
240	299	33	1
241	299	33	1
243	299	33	1
246	299	33	1
226	300	33	1
228	300	33	1
235	300	33	1
223	301	33	1
228	301	33	1
239	301	33	1
241	301	33	1
243	301	33	1
209	302	33	1
225	302	33	1
228	302	33	1
231	302	33	1
236	302	33	1
246	302	33	1
231	303	33	1
240	303	33	3
241	303	33	1
209	304	33	1
236	304	33	1
222	305	33	1
227	305	33	1
233	305	33	1
240	305	33	1
199	306	33	1
238	306	33	2
201	307	33	1
222	307	33	1
223	307	33	1
233	307	33	1
234	307	33	1
222	308	33	1
233	308	33	1
