x	y	z	TP53 Regulates Transcription of Death Receptors and Ligands
239	275	30	1
242	275	30	1
179	276	30	2
233	276	30	1
243	276	30	1
248	276	30	1
250	276	30	1
180	277	30	1
235	277	30	1
238	277	30	1
239	277	30	1
243	277	30	1
251	277	30	1
203	278	30	2
226	278	30	1
235	278	30	3
237	278	30	1
238	278	30	1
248	278	30	1
250	278	30	2
206	279	30	1
219	279	30	1
221	279	30	1
234	279	30	1
235	279	30	1
249	279	30	1
250	279	30	1
176	280	30	1
206	280	30	1
226	280	30	1
232	280	30	1
236	280	30	1
238	280	30	1
245	280	30	1
249	280	30	1
175	281	30	1
179	281	30	1
181	281	30	2
218	281	30	2
223	281	30	1
233	281	30	1
247	281	30	1
251	281	30	1
179	282	30	1
210	282	30	1
233	282	30	2
236	282	30	1
244	282	30	1
250	282	30	1
251	282	30	1
179	283	30	1
205	283	30	1
209	283	30	1
219	283	30	1
221	283	30	2
223	283	30	1
232	283	30	1
238	283	30	1
239	283	30	1
241	283	30	2
242	283	30	1
248	283	30	3
251	283	30	1
219	284	30	1
226	284	30	1
236	284	30	2
238	284	30	1
254	284	30	1
223	285	30	2
224	285	30	1
225	285	30	1
226	285	30	1
233	285	30	1
242	285	30	2
245	285.666666666667	31	1
246	285	30	1
255	285	30	1
234	286	30	1
240	286	30	1
241	286	30	1
244	286	30	1
249	286	30	1
219	287	30	1
224	287	30	1
238.5	287.5	30.5	2
241	287	30	1
246	287	30	1
248	287	30	1
254	287	30	1
228	288	30	2
238	288	30	1
241	288	30	1
246	288	30	1
247	288	30	1
249	288	30	1
200	289	30	1
221	289	30	1
240	289	30	1
246	289	30	1
250	289	30	1
233	290	30	1
245	290	30	1
232	291	30	1
235	291	30	1
241	291	30	3
250	291	30	1
255	291	30	1
197	292	30	1
213	292	30	1
229	292	30	1
235	292	30	1
236	292	30	2
246	292	30	1
248	292	30	1
251	292	30	1
201	293	30	1
219	293	30	1
223	293	30	1
231	293	30	1
232	293	30	1
233	293	30	1
244	293	30	1
249	293	30	2
221	294	30	1
226	294	30	1
229	294	30	1
258	294	30	1
229	295	30	1
244	295	30	1
257	295	30	1
220	296	30	1
226	296	30	1
234	296	30	1
244	296	30	1
247	296	30	1
220	297	30	1
223	297	30	1
229	297	30	3
237	297	30	1
246	297	30	1
248	297	30	1
222	298	30	1
226	298	30	2
228	298	30	1
229	298	30	1
230	298	30	2
241	298	30	1
242	298	30	1
246	298	30	1
249	298	30	1
230	299	30	1
240	299	30	1
246	299	30	1
247	299	30	1
214	300	30	1
227	300	30	1
246	300	30	1
235	301	30	1
240	301	30	1
243	301	30	1
223	302	30	1
240	302	30	1
247	302	30	1
248	302	30	1
223	303	30	1
239	303	30	1
243	303	30	1
246	303	30	1
235	304	30	1
238	304	30	2
240	305	30	1
236	306	30	1
238	306	30	1
240	306	30	1
224	250	31	1
226	250	31	1
235	250	31	1
239	252	31	1
224	253	31	1
233	253	31	1
229	254	31	1
231	254	31	1
238	254	31	1
233	255	31	1
235	255	31	1
236	255	31	1
216	256	31	1
233	256	31	1
216	257	31	1
218	257	31	1
229	257	31	1
230	257	31	1
232	257	31	1
237	257	31	1
239	257	31	1
205	258	31	1
215	258	31	1
227	258	31	1
228	258	31	1
227	259	31	1
229	259	31	1
231	259	31	1
232	259	31	1
235	259	31	1
190	260	31	1
221	260	31	2
228	260	31	1
235	260	31	2
244	260	31	1
245	260	31	1
228	261	31	1
230	261	31	1
231	261	31	2
243	261	31	1
244	261	31	1
207	262	31	1
216	262	31	1
218	262	31	1
225	262	31	2
236	262	31	1
238	262	31	1
242	262	31	1
248	262	31	1
249	262	31	2
188	263	31	2
198	263	31	1
219	263	31	1
222	263	31	1
226	263	31	1
228	263	31	2
230	263	31	1
244	263	31	1
249	263	31	1
184	264	31	1
188	264	31	2
189	264	31	1
190	264	31	1
194	264	31	1
216	264	31	1
217	264	31	1
223	264	31	1
226	264	31	1
231	264	31	1
237	264	31	1
244	264	31	1
248	264	31	1
192	265	31	1
196	265	31	1
200	265	31	1
216	265	31	1
222	265	31	1
231	265	31	2
232	265	31	1
233	265	31	2
248	265	31	2
249	265	31	1
186	266	31	1
191	266	31	1
193	266	31	1
211	266	31	1
219	266	31	1
220	266	31	1
231	266	31	3
232	266	31	2
233	266	31	1
244	266	31	1
245	266	31	1
248	266	31	1
251	266	31	1
177	267	31	1
182	267	31	2
197	267	31	1
199	267	31	1
222	267	31	1
227	267	31	1
231	267	31	1
235	267	31	1
237	267	31	1
241	267	31	1
245	267	31	1
183	268	31	1
184	268	31	2
195	268	31	1
198	268	31	1
210	268	31	2
219	268	31	1
224	268	31	1
231	268	31	1
238	268	31	1
240	268	31	1
242	268	31	1
191	269	31	1
199	269	31	2
201	269	31	1
215	269	31	1
231	269	31	1
240	269	31	1
248	269	31	1
252	269	31	1
180	270	31	1
185	270	31	1
186	270	31	2
196	270	31	1
200	270	31	2
215	270	31	1
234	270	31	1
237	270	31	1
242	270	31	1
176	271	31	1
198	271	31	1
199	271	31	1
214	271	31	1
226	271	31	1
233	271	31	1
237	271	31	1
238	271	31	1
241	271	31	1
244	271	31	1
247	271	31	1
251	271	31	2
176	272	31	1
182	272	31	1
183	272	31	1
203	272	31	1
208	272	31	1
232	272	31	1
237	272	31	1
238	272	31	1
249	272	31	1
184	273	31	1
214	273	31	1
239	273	31	2
249	273	31	1
211	274	31	1
248	274	31	2
252	274	31	1
182	275	31	1
201	275	31	1
238	275	31	1
181	276	31	1
198	276	31	1
205	276	31	1
243	276	31	1
252	276	31	1
204	277	31	1
234	277	31	1
238	277	31	1
243	277	31	1
177	278	31	1
205	278	31	1
208	278	31	1
246	278	31	2
178	279	31	1
180	279	31	1
234	279	31	1
243	279	31	2
246	279	31	1
253	279	31	1
181	280	31	1
205	280	31	1
219	280	31	1
235	280	31	1
241	280	31	1
246	280	31	1
184	281	31	3
233	281	31	2
234	281	31	1
236	281	31	1
241	281	31	1
244	281	31	1
250	281	31	4
180	282	31	1
181	282	31	1
234	282	31	2
238	282	31	1
240	282	31	1
244	282	31	1
248	282	31	1
254	282	31	2
218	283	31	2
223	283	31	1
232	283	31	1
239	283	31	1
241	283	31	1
243	283	31	1
251	283	31	1
179	284	31	1
181	284	31	2
231	284	31	1
236	284	31	1
249	284	31	1
254	284	31	1
256	284	31	1
178	285	31	1
219	285	31	1
220	285	31	1
224	285	31	1
231	285	31	2
236	285	31	1
244	285	31	1
247	285	31	1
178	286	31	1
204	286	31	1
220	286	31	1
222	286	31	1
225	286	31	1
229	286	31	1
190	287	31	1
220	287	31	1
221	287	31	1
228	287	31	1
231	287	31	2
237	287	31	1
241	287	31	1
243	287	31	1
250	287	31	1
251	287	31	1
222	288	31	1
240.5	288.5	31.5	1
245	288	31	1
251	288	31	1
228	289	31	1
231	289	31	1
235	289	31	1
240	289	31	1
246	289	31	1
250	289	31	1
254	289	31	2
231	290	31	1
234	290	31	1
242	290	31	1
246	290	31	1
247	290	31	1
250	290	31	1
197	291	31	1
198	291	31	2
199	291	31	1
200	291	31	1
204	291	31	1
229	291	31	1
238	291	31	1
199	292	31	1
222	292	31	1
226	292	31	1
247	292	31	1
250	292	31	3
253	292	31	1
256	292	31	2
222	293	31	1
223	293	31	1
233	293	31	1
234	293	31	1
239	293	31	1
247	293	31	2
256	293	31	1
198	294	31	1
230	294	31	1
235	294	31	1
241	294	31	1
246	294	31	1
247	294	31	1
251	294	31	1
222	295	31	2
231	295	31	1
233	295	31	2
242	295	31	1
247	295	31	2
257	295	31	1
199	296	31	3
236	296	31	1
240	296	31	1
242	296	31	1
230	297	31	1
236	297	31	1
243	297	31	1
246	297	31	1
228	298	31	1
232	298	31	1
238	298	31	1
250	298	31	1
251	298	31	1
224	299	31	1
230	299	31	1
246	299	31	1
247	299	31	1
248	299	31	1
225	300	31	1
229	300	31	1
232	300	31	1
235	300	31	1
246	300	31	1
250	300	31	2
227	301	31	1
228	301	31	1
229	301	31	1
230	301	31	1
222	302	31	1
229	302	31	2
231	302	31	1
235	302	31	1
244	302	31	1
224	303	31	1
232	303	31	1
233	303	31	1
234	303	31	2
239	303	31	1
242	303	31	1
244	303	31	1
232	304	31	1
244	304	31	1
225	305	31	1
236	305	31	1
240	305	31	1
231	306	31	1
223	308	31	1
231	250	32	2
227	251	32	1
228	251	32	2
214	252	32	1
227	252	32	1
193	253	32	1
225	253	32	1
231	253	32	1
237	253	32	2
225	254	32	1
230	254	32	2
235	254	32	1
239	254	32	2
217	255	32	1
218	255	32	1
223	255	32	1
235	255	32	1
177	256	32	1
219	256	32	1
227	256	32	1
232	256	32	1
237	256	32	1
202	257	32	1
203	257	32	1
210	257	32	1
221	257	32	1
238	257	32	1
220	258	32	1
239	258	32	1
193	259	32	2
214	259	32	2
227	259	32	1
230	259	32	1
231	259	32	1
234	259	32	1
211	260	32	1
218	260	32	1
228	260	32	2
234	260	32	1
240	260	32	1
244	260	32	1
248	260	32	1
186	261	32	2
216	261	32	2
217	261	32	1
230	261	32	1
237	261	32	1
196	262	32	1
203	262	32	2
207	262	32	1
209	262	32	1
215.5	262.5	32.5	1
218	262	32	1
224	262	32	1
242	262	32	2
243	262	32	2
247	262	32	2
248	262	32	1
249	262	32	2
194	263	32	1
200	263	32	1
208	263	32	1
224	263	32	1
232	263	32	1
233	263	32	1
241	263	32	1
247	263	32	1
186	264	32	1
188	264	32	1
190	264	32	1
215	264	32	1
216	264	32	1
217	264	32	1
221	264	32	1
224	264	32	1
227	264	32	1
232	264	32	1
176	265	32	1
193	265	32	1
198	265	32	1
203	265	32	1
211	265	32	2
212	265	32	2
231	265	32	1
234	265	32	1
249	265	32	1
186	266	32	2
188	266	32	1
189	266	32	1
196	266	32	1
203	266	32	1
214	266	32	2
224	266	32	2
228	266	32	1
240	266	32	1
245	266	32	3
248	266	32	1
252	266	32	1
184	267	32	1
186	267	32	1
188	267	32	1
191	267	32	2
214	267	32	2
228	267	32	1
237	267	32	1
238	267	32	2
240	267	32	1
245.5	267.5	32.5	1
246	267	32	1
194	268	32	1
195	268	32	2
212	268	32	1
213	268	32	1
214	268	32	2
216	268	32	1
225	268	32	1
233	268	32	1
246	268	32	1
248	268	32	2
191	269	32	2
204	269	32	1
211	269	32	1
222	269	32	1
241	269	32	1
248	269	32	1
250	269	32	1
172	270	32	2
180	270	32	2
185	270	32	2
187	270	32	1
201	270	32	1
203	270	32	2
211	270	32	2
224	270	32	1
231	270	32	1
177	271	32	1
182	271	32	1
183	271	32	1
206	271	32	1
214	271	32	1
237	271	32	1
241	271	32	1
251	271	32	1
177	272	32	1
181	272	32	3
182	272	32	1
183	272	32	1
184	272	32	1
185	272	32	2
200	272	32	1
207	272	32	1
210	272	32	2
214	272	32	1
226	272	32	1
227	272	32	1
228	272	32	1
239	272	32	1
201	273	32	1
207	273	32	1
210	273	32	2
211	273	32	2
212	273	32	1
213	273	32	1
225	273	32	1
228	273	32	2
229	273	32	1
235	273	32	1
236	273	32	2
239	273	32	1
241	273	32	1
243	273	32	1
174	274	32	1
205	274	32	2
207	274	32	1
233	274	32	1
234	274	32	1
250	274	32	1
183	275	32	1
212	275	32	1
214	275	32	1
215	275	32	1
237	275	32	1
238	275	32	1
247	275	32	1
250	275	32	2
184	276	32	1
203	276	32	1
204	276	32	2
205	276	32	1
228	276	32	1
242	276	32	3
236	277	32	1
241	277	32	1
243	277	32	1
244	277	32	1
245	277	32	1
254	277	32	1
176	278	32	3
184	278	32	1
234	278	32	1
241	278	32	3
249	278	32	2
177	279	32	1
179	279	32	2
205	279	32	1
207	279	32	1
219	279	32	1
234	279	32	1
242	279	32	1
243	279	32	1
244	279	32	1
246	279	32	1
255	279	32	1
175	280	32	2
208	280	32	1
223	280	32	1
232	280	32	1
237	280	32	1
245	280	32	1
182	281	32	1
233	281	32	1
236	281	32	1
237	281	32	1
240	281	32	1
242	281	32	1
244	281	32	1
178	282	32	1
187	282	32	1
204	282	32	1
218	282	32	1
229	282	32	1
233	282	32	1
240	282	32	1
244	282	32	1
175	283	32	1
179	283	32	1
208	283	32	1
222	283	32	3
224	283	32	1
236	283	32	1
237	283	32	1
238	283	32	1
245	283	32	1
246	283	32	1
253	283	32	1
254	283	32	1
186	284	32	1
222	284	32	1
229	284	32	2
230	284	32	1
236	284	32	1
180	285	32	1
208	285	32	1
221	285	32	1
235	285	32	1
236	285	32	2
238	285	32	1
240	285	32	2
244	285	32	1
252	285	32	2
174	286	32	1
175	286	32	1
178	286	32	1
221	286	32	3
222	286	32	1
223	286	32	1
224	286	32	1
228	286	32	1
229	286	32	1
248	286	32	1
250	286	32	1
256	286	32	1
176	287	32	1
187	287	32	1
208	287	32	1
220	287	32	1
221	287	32	1
234	287	32	2
240	287	32	1
241	287	32	1
242	287	32	2
247	287	32	1
248	287	32	1
255	287	32	1
256	287	32	1
201	288	32	2
229	288	32	1
232	288	32	2
237	288	32	1
247	288	32	1
253	288	32	1
258	288	32	1
200	289	32	1
201	289	32	1
230	289	32	1
231	289	32	2
243	289	32	1
244	289	32	2
248	289	32	1
256	289	32	1
185	290	32	1
220	290	32	1
222	290	32	1
229	290	32	1
235	290	32	1
237	290	32	1
243	290	32	1
244	290	32	1
248	290	32	1
250	290	32	1
252	290	32	1
197	291	32	2
198	291	32	1
233.333333333333	291.333333333333	33	1
235	291	32	1
243	291	32	1
244	291	32	2
247	291	32	1
188	292	32	1
222	292	32	2
234	292	32	1
236.75	292.75	33	1
250	292	32	1
251	292	32	1
252	292	32	2
256	292	32	1
197	293	32	1
200	293	32	2
218	293	32	1
222	293	32	1
224	293	32	1
234	293	32	1
236	293	32	1
238	293	32	1
256	293	32	1
197	294	32	1
199	294	32	1
204	294	32	1
223	294	32	1
228	294	32	1
231	294	32	1
233	294	32	1
239	294	32	1
252	294	32	1
256	294	32	2
181	295	32	1
227	295	32	1
228	295	32	2
236	295	32	1
244	295	32	1
187	296	32	1
218	296	32	1
229	296	32	1
241	296	32	1
242	296	32	1
226	297	32	1
229	297	32	1
234	297	32	2
248	297	32	1
251	297	32	1
254	297	32	1
195	298	32	2
219	298	32	1
221	298	32	1
227	298	32	1
239	298	32	1
248	298	32	1
251	298	32	1
197	299	32	1
227	299	32	1
235	299	32	1
243	299	32	2
245	299	32	1
235	300	32	1
245	300	32	3
246	300	32	1
247	300	32	1
248	300	32	1
196	301	32	1
232	301	32	1
235	301	32	1
239	301	32	1
231	302	32	1
247	302	32	1
207	303	32	3
222	303	32	1
232	303	32	1
242	303	32	1
245	303	32	1
235	304	32	1
236	304	32	1
239	304	32	1
241	304	32	1
204	305	32	1
238	305	32	1
242	305	32	1
222	306	32	1
235	306	32	1
241	306	32	1
206	307	32	1
236	307	32	2
