x	y	z	Transcription of E2F targets under negative control by DREAM complex
178	271	27	1
181	271	27	1
182	271	27	1
207	271	27	1
217	271	27	1
225	271	27	3
226	271	27	1
234	271	27	1
236	271	27	1
237	271	27	1
179	272	27	1
181	272	27	3
214	272	27	2
216	272	27	1
222	272	27	1
230	272	27	1
231	272	27	1
236	272	27	1
240	272	27	1
241	272	27	1
203	273	27	1
205	273	27	1
210	273	27	1
212	273	27	1
213	273	27	1
224	273	27	1
231	273	27	1
232	273	27	2
235	273	27	1
237	273	27	1
177	274	27	1
203	274	27	1
206	274	27	1
208	274	27	1
212	274	27	1
213	274	27	1
214	274	27	2
224	274	27	2
230	274	27	2
238	274	27	1
241	274	27	1
243	274	27	1
247	274	27	2
250	274	27	1
252	274	27	1
185	275	27	2
206	275	27	1
208	275	27	1
211	275	27	1
214	275	27	1
218	275	27	2
220	275	27	1
230	275	27	2
238	275	27	1
242	275	27	1
244	275	27	1
250	275	27	1
205	276	27	1
209	276	27	1
214	276	27	1
215	276	27	2
219	276	27	2
227	276	27	3
230	276	27	1
232	276	27	1
239	276	27	1
246	276	27	2
247	276	27	1
204	277	27	2
219	277	27	1
220	277	27	1
236	277	27	1
240	277	27	2
243	277	27	1
249	277	27	2
204	278	27	1
209	278	27	1
210	278	27	1
233	278	27	3
234	278	27	1
238	278	27	1
239	278	27	1
244	278	27	1
251	278	27	1
252	278	27	1
210	279	27	1
230	279	27	1
239	279	27	1
241	279	27	1
246	279	27	1
250	279	27	1
251	279	27	1
257	279	27	1
204	280	27	1
206	280	27	1
208	280	27	1
232	280	27	1
244	280	27	1
248	280	27	1
256	280	27	1
214	281	27	1
215	281	27	1
218	281	27	1
222	281	27	1
228	281	27	1
233	281	27	1
236	281	27	1
238	281	27	1
239	281	27	3
240	281	27	1
244	281	27	1
249	281	27	1
254	281	27	1
209	282	27	1
212	282	27	3
217	282	27	1
236	282	27	1
239	282	27	1
245	282	27	1
247	282	27	1
249	282	27	1
254	282	27	1
206	283	27	2
208	283	27	1
216	283	27	1
221	283	27	1
227	283	27	2
232	283	27	1
234	283	27	1
235	283	27	1
241	283	27	1
247	283	27	1
248	283	27	2
210	284	27	1
213	284	27	1
232	284	27	1
235	284	27	3
253	284	27	1
255	284	27	1
257	284	27	1
199	285	27	1
210	285	27	2
219	285	27	1
220	285	27	1
233	285	27	1
237	285	27	2
239	285	27	1
241	285	27	1
246	285	27	2
250	285	27	1
256	285	27	1
207	286	27	1
224	286	27	1
234	286	27	1
240	286	27	2
247	286	27	1
248	286	27	1
255	286	27	1
258	286	27	1
210	287	27	1
214	287	27	1
232	287	27	2
236	287	27	1
238	287	27	1
239	287	27	1
240	287	27	1
248	287	27	1
249	287	27	1
252	287	27	2
223	288	27	1
224	288	27	1
228	288	27	1
229	288	27	1
233	288	27	1
240	288	27	1
242	288	27	1
243	288	27	1
245	288	27	1
249	288	27	1
224	289	27	1
225	289	27	1
230	289	27	1
235	289	27	1
236	289	27	1
239	289	27	1
253	289	27	1
256	289	27	1
207	290	27	1
224	290	27	1
225	290	27	1
227	290	27	1
228	290	27	1
234	290	27	1
235	290	27	1
236	290	27	1
239	290	27	1
240	290	27	1
252	290	27	2
253	290	27	2
213	291	27	2
224	291	27	1
227	291	27	1
230	291	27	3
233	291	27	1
236	291	27	1
242	291	27	1
246	291	27	2
247	291	27	1
250	291	27	1
257	291	27	1
212	292	27	1
218	292	27	1
219	292	27	1
221	292	27	1
222	292	27	3
223	292	27	1
224	292	27	1
230	292	27	1
234	292	27	1
235	292	27	1
246	292	27	1
217	293	27	1
218	293	27	1
224	293	27	1
227	293	27	1
229	293	27	2
237	293	27	1
239	293	27	1
245	293	27	1
250	293	27	1
213	294	27	1
217	294	27	1
250	294	27	1
251	294	27	1
254	294	27	1
211	295	27	1
218	295	27	1
247	295	27	1
251	295	27	2
252	295	27	2
211	296	27	1
238	296	27	1
239	296	27	1
241	296	27	2
247	296	27	1
249	296	27	1
252	296	27	1
255	296	27	1
217	297	27	1
225	297	27	1
252	297	27	1
223	298	27	1
224	298	27	1
237	298	27	1
215	299	27	1
223	299	27	2
229	299	27	1
230	299	27	1
236	299	27	1
242	299	27	1
247	299	27	1
249	299	27	1
227	300	27	1
231	300	27	1
236	300	27	1
239	300	27	1
224	301	27	1
237	301	27	1
238	301	27	1
247	301	27	1
250	301	27	1
234	302	27	1
236	302	27	1
237	302	27	1
235	304	27	2
231	266	28	1
232	266	28	1
234	266	28	1
231	267	28	1
234	267	28	1
231	268	28	1
238	270	28	2
236	271	28	1
240	271	28	1
206	272	28	1
234	272	28	1
236	272	28	5
214	274	28	1
235	275	28	1
237	279	28	1
250	281	28	1
235	282	28	1
251	282	28	1
238	283	28	1
249	283	28	2
235	284	28	1
248	284	28	1
235	286	28	1
237	286	28	1
246	286	28	1
247	286	28	2
240	287	28	1
248	287	28	1
224	288	28	1
245	288	28	1
228	289	28	1
226	291	28	1
237	291	28	1
222	292	28	1
239	292	28	1
241	292	28	1
243	293	28	3
248	293	28	1
251	294	28	1
245	295	28	1
248	295	28	1
225	300	28	1
240	300	28	2
182	257	29	1
228	258	29	2
233	258	29	1
182	260	29	1
234	260	29	1
183	261	29	1
187	261	29	1
227	261	29	2
229	262	29	1
231	263	29	1
178	264	29	1
224	264	29	1
232	265	29	1
238	265	29	1
197	266	29	1
229	266	29	1
230	266	29	1
232	266	29	1
236	266	29	1
237	266	29	1
196	267	29	2
197	267	29	1
214	267	29	1
236	267	29	2
231	268	29	1
235	268	29	1
236	268	29	1
238	268	29	1
239	268	29	1
240	269	29	1
198	270	29	2
227	270	29	1
232	270	29	1
235	270	29	1
250	270	29	1
229	271	29	1
241	271	29	1
215	272	29	1
224	272	29	1
182	273	29	1
207	273	29	1
212	273	29	1
236	273	29	1
238	273	29	1
237	275	29	1
241	275	29	2
242	275	29	1
232	276	29	1
238	276	29	1
248	276	29	1
249	276	29	1
250	276	29	1
252	276	29	1
236	277	29	1
237	277	29	1
239	277	29	1
251	277	29	1
235	278	29	2
237	278	29	1
250	278	29	2
206	279	29	1
235	279	29	2
234	280	29	1
235	280	29	2
249	280	29	1
252	280	29	2
256	280	29	1
224	281	29	1
232	281	29	1
234	281	29	1
235	281	29	1
237	281	29	1
243	281	29	2
249	281	29	1
250	281	29	1
241	282	29	2
246	282	29	2
248	282	29	1
254	282	29	2
215	283	29	1
231	283	29	1
233	283	29	1
238	283	29	1
245	283	29	1
251	283	29	1
211	284	29	1
235	284	29	1
243	284	29	2
248	284	29	2
249	284	29	1
219	285	29	1
238	285	29	1
246	285	29	2
248	285	29	1
240	286	29	1
252	286	29	1
226	287	29	1
228	287	29	1
232	287	29	1
234	287	29	1
241	287	29	1
245	287	29	1
249	287	29	1
224	288	29	1
225	288	29	1
241	288	29	2
242	288	29	1
244	288	29	1
234	289	29	2
247	289	29	1
224	290	29	2
226	290	29	2
230	290	29	2
237	290	29	1
239	290	29	1
240	290	29	1
242	290	29	1
226	291	29	2
238	291	29	1
240	291	29	1
246	291	29	1
247	291	29	1
250	291	29	1
222	292	29	1
225	292	29	2
236	292	29	1
243	292	29	1
250	292	29	1
222	293	29	1
237	293	29	1
246	293	29	2
248	293	29	1
249	293	29	1
252	293	29	1
236	294	29	1
243	294	29	1
249	294	29	1
251	294	29	1
221	295	29	1
219	296	29	2
239	296	29	1
249	296	29	3
238	297	29	1
243	297	29	1
224	298	29	1
239	298	29	1
242	298	29	1
247	298	29	1
249	298	29	2
240	299	29	1
221	300	29	2
237	300	29	1
223	301	29	1
224	301	29	1
227	301	29	1
238	301	29	1
240	303	29	1
233	252	30	1
235	254	30	1
191	255	30	1
215	255	30	1
232	255	30	1
234	255	30	1
236	255	30	1
204	256	30	1
231	256	30	1
236	256	30	1
183	257	30	1
192	257	30	2
203	257	30	1
204	257	30	2
228	257	30	1
239	257	30	1
176	258	30	2
181	258	30	1
203	258	30	2
215	258	30	2
228	258	30	1
231	258	30	1
183	259	30	1
189	259	30	2
205	259	30	3
210	259	30	1
224	259	30	1
227	259	30	1
232	259	30	1
237	259	30	1
239	259	30	2
186	260	30	2
217	260	30	1
219	260	30	2
223	260	30	1
227	260	30	1
194	261	30	1
209	261	30	1
216	261	30	1
231	261	30	1
236	261	30	1
241	261	30	1
178	262	30	1
179	262	30	1
194	262	30	1
209	262	30	2
219	262	30	2
222	262	30	1
223	262	30	1
226	262	30	1
240	262	30	1
246	262	30	1
186	263	30	1
215	263	30	1
216	263	30	1
230	263	30	1
234	263	30	1
248	263	30	1
195	264	30	1
225	264	30	1
231	264	30	1
233	264	30	1
238	264	30	1
193	265	30	1
197	265	30	1
205	265	30	1
208	265	30	1
213	265	30	1
219	265	30	1
229	265	30	2
230	265	30	1
239	265	30	1
247	265	30	1
184	266	30	2
188	266	30	1
193	266	30	1
195	266	30	1
197	266	30	1
213	266	30	1
226	266	30	1
230	266	30	2
231	266	30	1
247	266	30	1
182	267	30	1
208	267	30	1
214	267	30	1
228	267	30	1
229	267	30	1
239	267	30	1
246	267	30	1
249	267	30	1
190	268	30	1
194	268	30	1
205	268	30	1
207	268	30	1
223	268	30	1
230	268	30	1
235	268	30	1
237	268	30	1
238	268	30	1
246	268	30	2
249	268	30	1
180	269	30	2
182	269	30	1
194	269	30	2
204	269	30	1
211	269	30	1
236	269	30	1
237	269	30	2
238	269	30	1
247	269	30	2
248	269	30	1
183	270	30	2
186	270	30	1
194	270	30	1
201	270	30	1
205	270	30	2
217	270	30	1
227	270	30	1
232	270	30	1
175	271	30	1
176	271	30	1
181	271	30	1
194	271	30	1
200	271	30	1
201	271	30	3
206	271	30	1
207	271	30	1
215	271	30	1
216	271	30	1
229	271	30	1
232	271	30	1
238	271	30	1
239	271	30	1
236	272	30	2
239	272	30	3
242	272	30	1
250	272	30	2
183	273	30	1
211	273	30	1
234	273	30	1
246	273	30	1
183	274	30	1
209	274	30	1
211	274	30	1
212	274	30	1
229	274	30	2
234	274	30	1
239	274	30	1
251	274	30	1
183	275	30	1
211	275	30	1
237	275	30	1
242	275	30	1
250	275	30	1
179	276	30	1
232	276	30	1
243	276	30	1
246	276	30	1
248	276	30	2
249	276	30	1
250	276	30	1
180	277	30	1
206	277	30	1
208	277	30	2
237	277	30	1
241	277	30	1
251	277	30	1
190	278	30	1
205	278	30	1
237	278	30	1
243	278	30	1
246	278	30	1
247	278	30	1
249	278	30	1
206	279	30	1
219	279	30	1
221	279	30	1
234	279	30	1
238	279	30	1
250	279	30	1
252	279	30	2
178	280	30	2
219	280	30	1
235	280	30	1
237	280	30	1
238	280	30	1
241	280	30	1
247	280	30	1
248	280	30	1
175	281	30	2
179	281	30	1
223	281	30	1
237	281	30	1
241	281	30	1
245	281	30	1
249	281	30	1
179	282	30	1
182	282	30	2
187	282	30	1
241	282	30	1
245	282	30	1
250	282	30	1
252	282	30	1
254	282	30	1
202	283	30	1
205	283	30	1
223	283	30	1
236	283	30	1
244	283	30	1
257	283	30	1
173	284	30	1
180	284	30	1
220	284	30	1
225	284	30	2
226	284	30	1
230	284	30	1
231	284	30	1
243	284	30	1
244	284	30	1
249	284	30	1
251	284	30	1
252	284	30	1
254	284	30	1
256	284	30	1
206	285	30	1
251	285	30	1
252	285	30	2
205	286	30	2
219	286	30	2
223	286	30	1
228	286	30	1
229	286	30	1
230	286	30	1
234	286	30	2
244	286	30	1
256	286	30	2
219	287	30	1
220	287	30	1
228	287	30	1
237	287.5	30.5	1
250	287	30	1
223	288	30	3
226	288	30	1
233	288	30	1
235	288	30	1
237	288	30	1
239	288	30	3
248	288	30	1
250	288	30	1
200	289	30	1
221	289	30	1
222	289	30	1
223	289	30	2
224	289	30	1
228	289	30	1
232	289	30	1
235	289	30	1
240	289	30	1
245	289	30	2
246	289	30	1
248	289	30	1
220	290	30	2
222	290	30	1
225	290	30	1
233	290	30	1
235	290	30	3
239	290	30	1
240	290	30	1
248	290	30	1
250	290	30	1
223	291	30	1
229	291	30	1
232	291	30	1
250	291	30	1
199	292	30	1
203	292	30	1
226	292	30	2
229	292	30	1
231	292	30	1
232	292	30	1
235	292	30	1
245	292	30	1
246	292	30	1
249	292	30	2
219	293	30	1
225	293	30	1
229	293	30	2
233	293	30	1
236	293	30	1
238	293	30	1
244	293	30	1
250	293	30	2
210	294	30	2
230	294	30	1
231	294	30	1
237	294	30	1
238	294	30	2
244	294	30	1
246	294	30	1
252	294	30	1
253	294	30	2
258	294	30	1
221	295	30	1
227	295	30	1
257	295	30	1
222	296	30	2
228	296	30	1
241	296	30	1
242	296	30	1
246	296	30	1
252	296	30	1
253	296	30	1
220	297	30	1
221	297	30	1
223	297	30	2
229	297	30	2
237	297	30	1
239	297	30	1
250	297	30	1
252	297	30	1
221	298	30	1
227	298	30	1
230	298	30	1
231	298	30	1
232	298	30	3
236	298	30	2
242	298	30	1
245	298	30	1
246	298	30	1
248	298	30	1
249	298	30	1
250	298	30	1
221	299	30	1
230	299	30	1
240	299	30	1
247	299	30	1
250	299	30	1
240	300	30	1
244	300	30	1
224	301	30	1
225	301	30	1
235	301	30	2
238	301	30	1
240	301	30	2
241	301	30	2
243	301	30	1
245	301	30	1
248	301	30	1
226	302	30	1
229	302	30	1
238	302	30	1
240	302	30	1
248	302	30	1
239	303	30	1
246	303	30	1
237	304	30	1
237	305	30	1
240	305	30	2
242	305	30	1
236	306	30	1
235	250	31	1
215	251	31	1
225	252	31	1
226	252	31	1
229	252	31	1
235	252	31	1
227	253	31	1
238	253	31	1
227	254	31	1
237	255	31	1
236	256	31	1
214	257	31	2
215	257	31	1
218	257	31	1
229	257	31	1
230	257	31	1
232	257	31	1
234	258	31	1
237	258	31	1
239	258	31	1
188	259	31	1
216	259	31	1
226	259	31	1
229	259	31	1
232	259	31	1
235	259	31	1
239	259	31	1
242	259	31	1
187	260	31	1
195	260	31	2
212	260	31	2
234	260	31	1
195	261	31	1
208	261	31	1
210	261	31	2
211	261	31	2
216	261	31	1
224	261	31	1
226	261	31	2
228	261	31	1
229	261	31	1
231	261	31	1
235	261	31	1
239	261	31	1
243	261	31	1
193	262	31	1
194	262	31	1
195	262	31	2
211	262	31	2
219	262	31	1
220	262	31	1
227	262	31	1
236	262	31	1
238	262	31	1
249	262	31	1
185	263	31	1
187	263	31	2
189	263	31	1
193	263	31	2
194	263	31	1
197	263	31	1
198	263	31	1
217	263	31	1
220	263	31	1
221	263	31	1
226	263	31	1
228	263	31	1
234	263	31	1
235	263	31	1
236	263	31	1
240	263	31	1
244	263	31	2
245	263	31	1
184	264	31	1
185	264	31	2
210	264	31	1
214	264	31	1
218	264	31	2
234	264	31	1
238	264	31	1
200	265	31	1
222	265	31	1
226	265	31	1
232	265	31	1
235	265	31	1
236	265	31	2
240	265	31	1
243	265	31	1
250	265	31	1
189	266	31	1
217	266	31	1
221	266	31	1
233	266	31	1
236	266	31	1
241	266	31	1
244	266	31	1
246	266	31	1
248	266	31	1
176	267	31	2
195	267	31	1
211	267	31	1
216	267	31	1
222	267	31	1
223	267	31	2
229	267	31	1
232	267	31	1
233	267	31	1
236	267	31	1
245	267	31	2
247	267	31	1
188	268	31	1
195	268	31	1
205	268	31	1
216	268	31	1
220	268	31	1
224	268	31	1
225	268	31	1
231	268	31	1
241	268	31	1
245	268	31	1
247	268	31	1
184	269	31	1
191	269	31	1
193	269	31	1
194	269	31	1
198	269	31	1
201	269	31	1
209	269	31	2
210	269	31	2
230	269	31	1
232	269	31	2
234	269	31	2
235	269	31	1
238	269	31	1
239	269	31	1
240	269	31	1
242	269	31	1
246	269	31	1
247	269	31	1
173	270	31	1
181	270	31	1
183	270	31	2
186	270	31	1
201	270	31	1
207	270	31	2
234	270	31	1
250	270	31	1
177	271	31	1
178	271	31	1
182	271	31	1
198	271	31	1
210	271	31	1
225	271	31	1
226	271	31	2
232	271	31	2
241	271	31	1
247	271	31	1
176	272	31	1
185	272	31	1
203	272	31	1
208	272	31	1
214	272	31	1
227	272	31	1
234	272	31	1
235	272	31	1
238	272	31	2
240	272	31	1
243	272	31	1
181	273	31	2
209	273	31	1
210	273	31	1
213	273	31	1
214	273	31	1
229	273	31	1
232	273	31	1
234	273	31	1
235	273	31	1
236	273	31	1
237	273	31	1
242	273	31	1
209	274	31	1
211	274	31	1
214	274	31	1
233	274	31	1
243	274	31	1
248	274	31	1
250	274	31	1
252	274	31	1
241	275	31	1
176	276	31	1
198	276	31	1
205	276	31	1
233	276	31	1
237	276	31	1
241	276	31	1
244	276	31	1
205	277	31	1
233	277	31	1
234	277	31	1
235	277	31	1
237	277	31	1
247	277	31	1
224	278	31	2
236	278	31	2
238	278	31	2
245	278	31	1
208	279	31	1
216	279	31	1
219	279	31	1
234	279	31	1
238	279	31	1
242	279	31	1
249	280	31	2
250	280	31	1
181	281	31	2
204	281	31	3
206	281	31	1
222	281	31	1
231	281	31	1
233	281	31	1
234	281	31	1
235	281	31	2
250	281	31	1
173	282	31	1
175	282	31	1
179	282	31	1
180	282	31	1
219	282	31	1
220	282	31	2
231	282	31	2
233	282	31	1
241	282	31	1
252	282	31	2
254	282	31	1
256	282	31	1
181	283	31	1
184	283	31	1
208	283	31	1
218	283	31	1
223	283	31	2
239	283	31	1
241	283	31	1
175	284	31	1
177	284	31	1
179	284	31	2
209	284	31	1
223	284	31	1
237	284	31	1
239	284	31	2
241	284	31	1
248	284	31	2
250	284	31	1
178	285	31	3
179	285	31	1
206	285	31	1
222	285	31	1
224	285	31	1
233	285	31	1
234	285	31	1
235	285	31	1
238	285.5	31.5	1
240	285	31	1
245	285	31	1
253	285	31	1
178	286	31	1
204	286	31	2
218	286	31	1
219	286	31	1
220	287	31	1
223	287	31	1
229	287	31	1
238	287	31	1
240	287	31	1
243	287	31	1
250	287	31	1
252	287	31	1
253	287	31	2
255	287	31	1
222	288	31	1
223	288	31	1
225	288	31	1
226	288	31	2
228	288	31	1
245	288	31	1
253	288	31	1
205	289	31	1
221	289	31	1
224	289	31	1
226	289	31	1
241	289	31	1
221	290	31	1
222	290	31	1
225	290	31	1
226	290	31	1
230	290	31	1
231	290	31	1
232	290	31	1
235	290	31	1
239	290	31	2
241	290	31	2
250	290	31	1
197	291	31	1
199	291	31	1
222	291	31	1
223	291	31	1
226	291	31	1
230	291	31	2
231	291	31	2
238	291	31	1
241	291	31	1
247	291	31	1
249	291	31	1
198	292	31	1
221	292	31	1
222	292	31	1
226	292	31	1
230	292	31	1
236	292	31	1
242	292	31	1
250	292	31	2
252	292	31	1
236	293	31	1
237	293	31	1
239	293	31	2
241	294	32.8	1
242	293	31	1
243	293	31	1
198	294	31	1
225	294	31	1
230	294	31	1
241	294	31	2
244	294	31	1
250	294	31	1
252	294	31	1
221	295	31	1
226	295	31	1
231	295	31	1
232	295	31	1
247	295	31	2
248	295	31	2
255	295	31	1
188	296	31	1
228	296	31	1
231	296	31	1
240	296	31	1
250	296	31	1
195	297	31	2
226	297	31	2
248	297	31	1
255	297	31	1
226	298	31	2
232	298	31	1
235	298	31	1
237	298	31	1
249	298	31	1
251	298	31	1
252	298	31	1
229	299	31	1
233	299	31	1
246	299	31	2
224	300	31	1
226	300	31	1
235	300	31	1
237	300	31	2
241	300	31	1
246	300	31	1
247	300	31	1
224	301	31	1
230	301	31	1
233	301	31	1
237	301	31	1
242	301	31	1
243	301	31	1
220	302	31	1
223	302	31	1
226	302	31	2
235	302	31	1
244	302	31	1
245	302	31	2
223	303	31	2
224	303	31	1
233	303	31	1
235	303	31	2
236	303	31	1
247	303	31	1
232	304	31	2
238	304	31	1
237	305	31	1
240	305	31	1
223	306	31	1
236	306	31	1
223	308	31	1
228	251	32	1
214	252	32	1
217	252	32	1
216	253	32	1
218	253	32	1
227	253	32	1
215	254	32	1
227	254	32	1
228	254	32	1
230	254	32	1
235	254	32	2
236	254	32	1
214	255	32	1
215	255	32	1
219	255	32	2
221	255	32	1
228	255	32	2
236	255	32	3
237	255	32	1
240	255	32	1
210	256	32	1
229	256	32	1
232	256	32	1
234	256	32	1
240	256	32	1
203	257	32	3
219	257	32	2
221	257	32	1
228	257	32	3
230	257	32	1
232	257	32	1
219	258	32	1
226	258	32	1
233	258	32	1
239	258	32	1
240	258	32	1
192	259	32	1
209	259	32	2
211	259	32	1
214	259	32	1
216	259	32	1
220	259	32	1
222	259	32	1
242	259	32	1
247	259	32	1
220	260	32	1
228	260	32	1
237	260	32	2
246	260	32	1
248	260	32	1
195	261	32	1
216	261	32	1
228	261	32	2
230	261	32	1
231	261	32	1
238	261	32	1
244	261	32	1
246	261	32	2
186	262	32	2
194	262	32	1
196	262	32	2
210	262	32	2
215.5	262.5	32.5	1
216	262	32	2
219	262	32	1
221	262.666666666667	33	1
235	262	32	1
236	262	32	1
238	262	32	1
240	262	32	1
249	262	32	1
198	263	32	2
215	263	32	2
216	263	32	1
220	263	32	1
225	263	32	1
233	263	32	1
236	263	32	1
237	263	32	1
241	263	32	1
243	263	32	1
245	263	32	2
251	263	32	1
188	264	32	1
189	264	32	1
190	264	32	2
191	264	32	1
193	264	32	1
204	264	32	2
212	264	32	1
215	264	32	1
217	264	32	1
223	264	32	1
224	264	32	1
228	264	32	1
230	264	32	1
231	264	32	1
236	264	32	1
238	264	32	1
239	264	32	1
244	264	32	1
247	264	32	1
248	264	32	1
250	264	32	1
184	265	32	2
187	265	32	1
189	265	32	1
193	265	32	1
194	265	32	1
198	265	32	1
203	265	32	1
204	265	32	1
211	265	32	2
215	265	32	1
216	265	32	1
218	265	32	1
224	265	32	1
226	265	32	2
229	265	32	2
230	265	32	1
232	265	32	1
235	265	32	1
239	265	32	1
243	265	32	1
244	265	32	1
251	265	32	1
188	266	32	1
194	266	32	1
196	266	32	1
213	266	32	1
216	266	32	1
217	266	32	1
218	266	32	1
221	266	32	1
222	266	32	1
224	266	32	1
228	266	32	2
234	266	32	2
247	266	32	1
248	266	32	1
252	266	32	1
188	267	32	1
192	267	32	1
194	267	32	1
196	267	32	1
197	267	32	1
222	267	32	1
228	267	32	1
229	267	32	1
238	267	32	1
245.5	267.5	32.5	1
246	267	32	1
247	267	32	2
193	268	32	1
206	268	32	1
211	268	32	2
212	268	32	2
219	268	32	1
225	268	32	1
228	268	32	1
231	268	32	1
246	268	32	1
176	269	32	1
180	269	32	1
194	269	32	1
209	269	32	1
210	269	32	2
213	269	32	1
215	269	32	1
218	269	32	1
232	269	32	2
239	269	32	1
241	269	32	1
249	269	32	1
172	270	32	1
173	270	32	1
180	270	32	1
184	270	32	1
185	270	32	1
187	270	32	1
206	270	32	1
214	270	32	1
224	270	32	1
243	270	32	2
245	270	32	1
247	270	32	1
175	271	32	1
176	271	32	1
180	271	32	1
186	271	32	2
208	271	32	1
212	271	32	1
228	271	32	1
239	271	32	1
240	271	32	1
249	271	32	1
177	272	32	1
181	272	32	1
183	272	32	1
202	272	32	1
203	272	32	1
208	272	32	1
209	272	32	1
213	272	32	1
214	272	32	1
228	272	32	1
234	272	32	1
237	272	32	1
238	272	32	1
240	272	32	1
